event_id,timestamp,user,event,file_size_kb,dst_count,ip
ff8bc15b-044f-4c9a-a212-c125768ff551,2025-10-22T19:35:50.298016,user3,file_access,0,0,10.0.5.105
49bc92ba-1d4b-4f00-9334-11b1f8111409,2025-10-23T02:18:50.298016,user3,login,0,0,10.0.4.233
25eae35e-6cd6-46fc-971c-60ad7dc7c3ad,2025-10-22T14:05:50.298016,user3,login,0,0,10.0.2.62
2baeae1b-c599-4f78-9c63-835eff02983a,2025-10-22T14:53:50.298016,user2,logout,0,0,10.0.3.70
2f08821e-b952-4c81-a56a-ddfc1edccbaf,2025-10-22T16:40:50.298016,user9,file_access,0,0,10.0.4.9
0308dd33-4212-4dd9-b35b-6ef189eb425b,2025-10-23T00:58:50.298016,user8,file_access,0,0,10.0.5.168
911f996f-19b5-431c-80e6-e298a05bf7cc,2025-10-23T08:29:50.298016,user4,logout,0,0,10.0.2.123
b53db909-7846-423d-88b2-9020495d99ed,2025-10-23T06:12:50.298016,user3,file_access,0,0,10.0.3.21
ba70686c-7461-4fd8-900a-e7662e22cc75,2025-10-22T11:44:50.298016,user2,login,0,0,10.0.3.1
c73054e6-67e7-4e11-b7f4-ec508caf2991,2025-10-23T06:34:50.298016,user6,file_access,0,0,10.0.5.36
a92d6d60-950e-4104-a328-692738a4a95d,2025-10-22T22:16:50.298016,user5,file_access,0,0,10.0.2.195
2f9c08ba-f19a-4add-81d0-70f2f90624cd,2025-10-23T03:16:50.298016,user1,login,0,0,10.0.3.145
8a6b6540-63c5-4f41-999c-10d949dddcd6,2025-10-23T08:26:50.298016,user4,logout,0,0,10.0.3.154
d024bfa9-37bb-45ea-b79d-841c4a3fc502,2025-10-22T19:29:50.298016,user3,file_access,0,0,10.0.2.4
2532ac83-8bab-4cd2-80cc-9094d7165774,2025-10-22T10:28:50.298016,user10,file_access,0,0,10.0.2.241
aa3eb969-a825-48f6-ba40-bbdf90fc7c09,2025-10-22T22:08:50.298016,user9,file_access,0,0,10.0.5.130
2b064dd4-10a9-475a-b9e1-c509fa8ff334,2025-10-23T03:17:50.298016,user4,file_access,0,0,10.0.3.94
b044601b-c1d2-4bbb-8df6-6e9e90d41086,2025-10-23T04:02:50.298016,user3,file_access,0,0,10.0.5.253
4f7e3a32-f540-4164-bb3a-db7b14e84ed2,2025-10-23T06:16:50.298016,user10,logout,0,0,10.0.3.109
fa3ec02d-7435-4c26-9edd-f38ed0479169,2025-10-22T22:50:50.298016,user4,file_access,0,0,10.0.2.214
54335be6-33e4-455b-be32-36c3b922b240,2025-10-22T20:44:50.298016,user2,logout,0,0,10.0.3.147
fb4f3bdd-95b5-4466-96c5-bb713cc6eb1c,2025-10-23T08:56:50.298016,user5,file_access,0,0,10.0.5.62
3a435a68-abb3-4674-96c3-4ee2927f11f5,2025-10-22T15:07:50.298016,user6,file_access,0,0,10.0.3.165
c729d26e-4cfc-439b-bfe9-0083b4324d60,2025-10-22T17:02:50.298016,user4,login,0,0,10.0.3.49
a8ace0fb-f709-4015-8493-17719b8989cb,2025-10-23T04:07:50.298016,user5,data_transfer,2216,5,10.0.3.180
24ae7c11-3a22-4a53-9a77-26fac5738bb3,2025-10-22T10:26:50.298016,user1,file_access,0,0,10.0.2.158
f080ac67-bccf-4073-a7d5-74cf9cfc1988,2025-10-23T01:36:50.298016,user3,logout,0,0,10.0.3.100
487f84bd-9b7b-4034-bab8-8f7ec6d5a061,2025-10-23T04:48:50.298016,user1,file_access,0,0,10.0.2.143
09129f4a-292a-4b29-97d0-cf1155f95a23,2025-10-22T22:49:50.298016,user1,data_transfer,57,7,10.0.5.117
df4550b0-f80c-4be1-adf3-d1cc81ae65cc,2025-10-22T22:18:50.298016,user9,login,0,0,10.0.5.228
f9e29fba-dc9a-4530-b3dc-b209f7faac4f,2025-10-22T18:44:50.298016,user4,file_access,0,0,10.0.2.66
ee60f8a1-1a8f-4973-b2da-11878bda4d26,2025-10-22T15:43:50.298016,user3,file_access,0,0,10.0.1.23
ff2a0d04-eb8e-42b3-9f9f-02e581ad49b8,2025-10-22T12:22:50.298016,user4,file_access,0,0,10.0.2.190
306bf602-f784-4854-8d0d-6c6ac72a5daa,2025-10-23T05:40:50.298016,user2,logout,0,0,10.0.2.16
ccef8e89-5eb8-40af-9642-faaf2290b2fa,2025-10-22T12:19:50.298016,user2,logout,0,0,10.0.2.147
b82ccc0c-4bad-4643-aa49-dc66e2337704,2025-10-22T19:58:50.298016,user1,login,0,0,10.0.4.31
a22595d2-1022-443d-9345-33213938b76f,2025-10-22T11:31:50.298016,user1,logout,0,0,10.0.1.94
917d9223-666a-4cbe-8872-853b515eefe8,2025-10-23T08:42:50.298016,user1,login,0,0,10.0.1.209
7fefdb57-5c99-4d6e-bbb6-28e6e2cf2e90,2025-10-22T10:17:50.298016,user8,file_access,0,0,10.0.2.157
174c196f-570e-4ee7-9aa1-788925d38880,2025-10-22T19:17:50.298016,user9,login,0,0,10.0.1.120
7ec366d1-2206-4760-bd6c-8a581e8b8cd1,2025-10-22T19:32:50.298016,user4,file_access,0,0,10.0.5.151
7455e98e-ba89-429f-a633-a84357c7387b,2025-10-22T21:41:50.298016,user4,data_transfer,4820,10,10.0.4.98
8791a4a8-7f87-4656-9845-8819ead72473,2025-10-22T20:05:50.298016,user6,login,0,0,10.0.1.143
9dfc9869-9679-4918-92d6-605b72e6b834,2025-10-22T15:57:50.298016,user6,login,0,0,10.0.4.176
6e021e3e-4820-4a36-ac39-d1480da14657,2025-10-23T02:17:50.298016,user3,file_access,0,0,10.0.2.5
fa2afa14-256a-46be-aff5-6e1521e20e82,2025-10-23T06:23:50.298016,user2,file_access,0,0,10.0.4.70
48a83d0c-c3cb-49f8-822b-131101ca1f84,2025-10-23T08:32:50.298016,user5,data_transfer,4026,6,10.0.5.108
6ee6c05e-84a3-4b48-aaae-439562c2f9f5,2025-10-22T11:32:50.298016,user4,file_access,0,0,10.0.1.200
6c18e1c9-1a4b-4335-b037-2b82d334dccd,2025-10-22T17:06:50.298016,user4,file_access,0,0,10.0.2.13
ed43f8f5-7584-4524-9af8-83aec663bb55,2025-10-22T13:03:50.298016,user2,file_access,0,0,10.0.1.125
a958a8a1-65b2-40f1-a10a-acf0852d227f,2025-10-23T03:11:50.298016,user9,file_access,0,0,10.0.4.140
f5875995-75d8-4b13-8ef7-641d1901ed17,2025-10-22T14:05:50.298016,user6,login,0,0,10.0.1.91
0ccd2b2f-0beb-477a-871f-0ab2d631b89a,2025-10-23T01:08:50.298016,user7,data_transfer,250,2,10.0.1.178
4e702090-201e-4ecc-8d9d-96dad74ed711,2025-10-22T19:13:50.298016,user3,data_transfer,3575,2,10.0.2.124
789921ed-0444-4430-84b0-1fdc46f5bfd6,2025-10-23T05:29:50.298016,user2,login,0,0,10.0.2.37
d7302257-1b6d-410a-b153-86c1e5fb5e7a,2025-10-22T21:17:50.298016,user3,file_access,0,0,10.0.5.238
bd64fbc4-dcfa-4321-86be-38ad985d7b2c,2025-10-23T04:54:50.298016,user8,logout,0,0,10.0.1.108
32889b13-86cc-4a56-9e1b-3fe9071295d0,2025-10-22T21:35:50.298016,user1,data_transfer,849,2,10.0.2.117
a5580d7d-d3c4-4936-92f4-9e4b4c705105,2025-10-22T21:33:50.298016,user6,login,0,0,10.0.1.211
ada50adb-c414-4de0-882c-c378786f5795,2025-10-23T06:49:50.298016,user9,data_transfer,3746,3,10.0.1.91
9f3826cd-fe27-4c8e-bb80-6207dcc269ce,2025-10-22T10:39:50.298016,user2,login,0,0,10.0.5.81
f58ec407-c37a-414a-a0cf-d5579090bf25,2025-10-22T17:20:50.298016,user10,login,0,0,10.0.1.24
019d0ac0-bf53-433e-9575-8423fd4b8f1c,2025-10-23T04:40:50.298016,user5,login,0,0,10.0.3.239
1d29ac43-c3af-4a78-8f23-c546cf3f821f,2025-10-22T10:01:50.298016,user10,login,0,0,10.0.3.220
31757d70-2ae8-4a85-aad2-cc82a97f0c07,2025-10-22T15:02:50.298016,user10,file_access,0,0,10.0.2.239
24f7f048-788e-4105-b415-247eedf30833,2025-10-23T01:31:50.298016,user2,file_access,0,0,10.0.5.222
50d90bf6-0010-4656-b8a1-9a4199b4df45,2025-10-22T21:59:50.298016,user6,file_access,0,0,10.0.1.48
82effcf5-6242-4ab3-946e-450d780d97ce,2025-10-22T13:29:50.298016,user10,file_access,0,0,10.0.3.131
ce59c77e-2044-4342-ac6b-efd4c86b5ecf,2025-10-23T02:07:50.298016,user5,file_access,0,0,10.0.1.50
d448d582-58a7-4aff-85af-8d8cd15e0a8b,2025-10-23T09:21:50.298016,user4,file_access,0,0,10.0.5.10
1a9cf8ae-3dc6-4f66-b1fb-31fe10e000fd,2025-10-22T11:58:50.298016,user9,logout,0,0,10.0.3.8
e566065c-413a-4d8e-a978-559386d23302,2025-10-23T05:26:50.298016,user10,login,0,0,10.0.2.202
23eea87c-a978-407c-ae2a-10265bc33c5c,2025-10-22T15:41:50.298016,user2,file_access,0,0,10.0.5.96
7bf9d834-8932-45ac-872a-82f009b47e37,2025-10-23T08:54:50.298016,user6,file_access,0,0,10.0.3.206
6c4be821-8ebd-4846-bd6f-42c3d866dd05,2025-10-22T20:56:50.298016,user9,file_access,0,0,10.0.1.194
af1912d8-90b2-41f9-8f88-4dffc1976fac,2025-10-22T17:27:50.298016,user7,file_access,0,0,10.0.2.186
1352c7bd-7549-4334-9ad0-7438e4a61eac,2025-10-23T04:13:50.298016,user10,data_transfer,4895,1,10.0.3.7
d08572ae-5bcb-4574-af92-6e0422745371,2025-10-23T02:34:50.298016,user6,logout,0,0,10.0.5.27
c7a2e348-622f-45fb-abb0-7870bda4be68,2025-10-22T13:37:50.298016,user5,logout,0,0,10.0.4.170
79d2da1a-925a-4269-9d4f-48f0211c7508,2025-10-23T05:18:50.298016,user3,login,0,0,10.0.3.88
05b0d92c-d372-4da1-b23e-9b5e268a2099,2025-10-22T11:00:50.298016,user7,logout,0,0,10.0.2.110
a673843f-5e68-4497-afe3-ca7eae4ba287,2025-10-22T13:29:50.298016,user8,file_access,0,0,10.0.2.203
58893f92-6ef3-469b-9cda-92aecdd14d74,2025-10-23T05:19:50.298016,user5,login,0,0,10.0.3.200
67b72189-3624-48f3-9153-8fb2fdbf874d,2025-10-22T11:01:50.298016,user8,logout,0,0,10.0.3.184
fee8c314-945e-4de6-baf1-6fd1c4ec4cd4,2025-10-22T12:25:50.298016,user6,logout,0,0,10.0.4.248
2818bf7c-3850-4a0a-822c-f893037f0052,2025-10-22T18:08:50.298016,user7,logout,0,0,10.0.3.142
4d5becdf-0744-4640-821c-109848f58036,2025-10-23T07:18:50.298016,user3,logout,0,0,10.0.3.2
813c5382-4a73-4e14-9a5d-b39734d07dbc,2025-10-23T08:25:50.298016,user5,file_access,0,0,10.0.1.176
37a47ac0-1556-4209-905d-7c2d18d52441,2025-10-23T00:24:50.298016,user5,login,0,0,10.0.2.45
455d7b5f-463a-4eac-953b-464c73882610,2025-10-23T05:04:50.298016,user2,file_access,0,0,10.0.2.136
33e68f33-9e45-42c7-bc5c-00ecf66f5cce,2025-10-23T03:20:50.298016,user10,file_access,0,0,10.0.2.149
30ba2bb0-28b9-4b6c-905d-52c261259975,2025-10-22T20:43:50.298016,user8,login,0,0,10.0.4.183
457b3ca3-e689-435c-bfea-52be3c58b440,2025-10-22T12:43:50.298016,user4,logout,0,0,10.0.4.168
a2344370-1f30-41f4-9b71-62beff8b43af,2025-10-23T08:12:50.298016,user8,logout,0,0,10.0.4.196
7f58a33b-bf49-4220-a1dd-6dd70b56c39a,2025-10-22T23:26:50.298016,user9,login,0,0,10.0.4.224
f1eec612-4945-4367-80c3-e2d3602871a6,2025-10-23T02:48:50.298016,user7,file_access,0,0,10.0.4.94
4e993e92-94a4-4b96-a65c-8570aa6a20b4,2025-10-23T09:40:50.298016,user8,file_access,0,0,10.0.4.39
6182415e-d4cb-4479-a9ad-947739652ccb,2025-10-22T13:10:50.298016,user3,login,0,0,10.0.2.128
6fe36eca-a8ed-417f-b138-3d08c07b40c7,2025-10-23T03:51:50.298016,user10,logout,0,0,10.0.4.165
d3100ca1-6b20-4bd4-8a51-35cc5dba3cc0,2025-10-22T15:02:50.298016,user7,file_access,0,0,10.0.1.154
2605e066-6217-4ad6-b921-1474b7d19e96,2025-10-23T01:41:50.298016,user9,data_transfer,1030,9,10.0.3.187
5190d997-2f46-49f7-83c7-3857343e3fb3,2025-10-23T03:57:50.298016,user2,logout,0,0,10.0.3.237
fcc28712-b28e-48c7-a368-eb92a3016162,2025-10-22T16:53:50.298016,user10,file_access,0,0,10.0.4.64
873a072b-d128-4b71-b8ce-addf341065d6,2025-10-23T09:24:50.298016,user3,file_access,0,0,10.0.5.146
e64d51ac-a6e2-49be-9c8c-e77b0f28ce7e,2025-10-22T10:37:50.298016,user9,login,0,0,10.0.5.187
79e19c68-d3c9-43d1-b589-74d83981e667,2025-10-23T09:26:50.298016,user3,file_access,0,0,10.0.2.46
b537456c-4284-4e4d-b935-08b3ec3a8e87,2025-10-23T08:04:50.298016,user4,file_access,0,0,10.0.2.218
9289aa9f-d87b-4879-8071-9d5a5667ea7b,2025-10-22T14:01:50.298016,user2,data_transfer,4245,4,10.0.1.93
6418a6f8-1155-4b6a-b239-e517fc354463,2025-10-22T13:40:50.298016,user3,logout,0,0,10.0.5.99
2c837145-fd88-4c2d-8777-f38d49beac2e,2025-10-23T05:43:50.298016,user4,file_access,0,0,10.0.4.119
80cd7e1a-fc6d-4d35-a0ea-26fba7626fa8,2025-10-23T01:08:50.298016,user10,login,0,0,10.0.5.243
2db5bb74-7a92-4a8f-a8c1-aac80543f589,2025-10-22T18:55:50.298016,user3,file_access,0,0,10.0.1.21
e0ed87bf-fa18-4097-ae52-e567dc241527,2025-10-23T00:19:50.298016,user5,file_access,0,0,10.0.2.129
9b05d34a-d090-4ffd-98f3-42ec8d4d2931,2025-10-22T11:25:50.298016,user1,file_access,0,0,10.0.5.107
cfa151cd-9dfe-4f8b-a9ad-37eb03b77ef8,2025-10-22T23:49:50.298016,user2,file_access,0,0,10.0.4.20
b184d2f2-62c4-4bb4-8cab-f381a5358605,2025-10-22T23:45:50.298016,user6,logout,0,0,10.0.1.148
985e74eb-92e0-4932-93f4-b2595376d546,2025-10-23T03:16:50.298016,user5,data_transfer,3025,5,10.0.4.200
da2d11ce-e0ec-4c17-8774-e59a30f5709d,2025-10-22T13:30:50.298016,user8,data_transfer,333,3,10.0.2.151
e97900f5-bbb1-4af9-8c36-961cc5bd64c9,2025-10-22T12:30:50.298016,user4,logout,0,0,10.0.1.178
0a642461-7a2f-4656-8b60-5af4c3c91d25,2025-10-22T21:18:50.298016,user7,logout,0,0,10.0.1.171
1819e299-db06-4c45-9426-7f3c5b65d32e,2025-10-22T14:59:50.298016,user6,file_access,0,0,10.0.2.154
fe6ffb49-ae59-4d91-b109-c4eb809f9095,2025-10-23T07:21:50.298016,user3,login,0,0,10.0.1.28
4ebe609c-1ff9-4a86-9014-98a659e3136c,2025-10-22T16:49:50.298016,user1,login,0,0,10.0.2.192
533441fb-a312-4026-bc77-550d756cf8e7,2025-10-23T03:31:50.298016,user10,file_access,0,0,10.0.3.236
b424eea1-7821-4eff-8575-0bad3582590c,2025-10-22T20:19:50.298016,user6,login,0,0,10.0.5.132
a5c41b89-c652-43cb-bc4e-03882a440749,2025-10-23T09:24:50.298016,user7,file_access,0,0,10.0.1.167
5c9d7b1a-f3e5-4991-8c92-d45aacfa001b,2025-10-23T03:29:50.298016,user9,file_access,0,0,10.0.2.34
733a3aa0-31c4-4c5a-812a-1850c90c9170,2025-10-22T11:06:50.298016,user6,file_access,0,0,10.0.2.95
a0c1b592-a5bc-4a02-b1c8-d448cad2a0b8,2025-10-23T04:31:50.298016,user10,file_access,0,0,10.0.5.112
ab3fd19d-214b-4334-b720-2bf40fd4eeed,2025-10-22T15:47:50.298016,user2,file_access,0,0,10.0.2.162
3a87c90e-e03f-4567-81d7-283c242e97fe,2025-10-22T11:16:50.298016,user6,login,0,0,10.0.5.93
c9f388b0-3185-4677-9553-bc11d492e243,2025-10-22T14:31:50.298016,user6,login,0,0,10.0.2.26
24b1ad55-3dbe-4a7e-93e0-71ef11016093,2025-10-22T17:41:50.298016,user1,login,0,0,10.0.4.59
facdb21c-572e-4f12-8839-b2948a86c286,2025-10-23T07:12:50.298016,user3,login,0,0,10.0.3.61
be1904a1-8071-4bdc-883a-5335c52e0dc8,2025-10-23T04:41:50.298016,user6,file_access,0,0,10.0.5.200
c7ffa3af-cbb2-4bb6-8163-941351517d50,2025-10-22T12:08:50.298016,user7,file_access,0,0,10.0.3.55
fb1221af-4251-4456-bb46-35d3cec56627,2025-10-23T08:44:50.298016,user4,file_access,0,0,10.0.5.82
9d74acc2-6d05-4b4b-b030-fcb9c7a1d86c,2025-10-22T21:32:50.298016,user2,file_access,0,0,10.0.5.197
130c1ed3-1724-4150-a5a4-052f1c850edc,2025-10-23T04:20:50.298016,user8,logout,0,0,10.0.1.95
1516945f-ef7b-47c3-bfd8-9a10a6252547,2025-10-23T00:08:50.298016,user4,logout,0,0,10.0.2.50
b999969e-44ae-46d1-996d-3883b2963102,2025-10-23T07:40:50.298016,user5,file_access,0,0,10.0.5.182
793bbe9c-b662-4bfe-a2b0-1012e5c3cb1d,2025-10-22T15:06:50.298016,user7,file_access,0,0,10.0.3.218
42d3738e-d3bb-48c0-885f-3a7f4a408f9a,2025-10-23T04:53:50.298016,user10,login,0,0,10.0.5.14
415c0767-fd59-4a9e-a382-b48f08258238,2025-10-22T18:17:50.298016,user7,logout,0,0,10.0.5.50
3da3f6d9-deed-4e86-bcaf-ef506a82087e,2025-10-22T15:08:50.298016,user7,login,0,0,10.0.3.134
37f9bb1b-ecfb-4fa4-ae9d-9d55cbf25fa4,2025-10-22T11:14:50.298016,user4,login,0,0,10.0.5.160
cbbe4845-709e-4394-907b-b5dcda51edc8,2025-10-23T04:05:50.298016,user9,logout,0,0,10.0.4.218
2afe853a-a8cb-4333-9ea0-5f2327c8fefc,2025-10-22T16:40:50.298016,user3,data_transfer,1076,3,10.0.4.205
2aba87e5-5fe2-4245-bc14-604aa2786931,2025-10-22T20:10:50.298016,user5,logout,0,0,10.0.1.215
2166d3fc-5373-44f4-ae9c-919da3718e1a,2025-10-22T11:26:50.298016,user5,file_access,0,0,10.0.1.238
4da1911f-cf34-4d30-8ea3-e5d5c9ad7061,2025-10-23T03:19:50.298016,user1,logout,0,0,10.0.4.5
9159265c-9d50-426d-9377-e050306e0d2a,2025-10-23T00:10:50.298016,user8,file_access,0,0,10.0.2.201
15192fe5-c989-4b14-a378-413b283e5e43,2025-10-22T10:19:50.298016,user8,file_access,0,0,10.0.1.148
23f517af-e1dd-45d5-b740-2361adb5c3dc,2025-10-22T14:58:50.298016,user2,login,0,0,10.0.3.113
4fdd3c22-bd31-4ec6-9612-2232a71f8349,2025-10-23T02:13:50.298016,user6,login,0,0,10.0.1.62
bb1cb8e2-359b-4fa9-9545-8471f3709584,2025-10-22T23:24:50.298016,user1,file_access,0,0,10.0.3.225
091dd764-fb81-428e-9242-911eeff458a3,2025-10-22T10:19:50.298016,user5,file_access,0,0,10.0.4.94
e6f61976-e7db-4f2c-967b-bd614a522a72,2025-10-22T14:22:50.298016,user3,file_access,0,0,10.0.5.102
ec43aa5b-262d-431a-a6ff-dda63e0459cc,2025-10-22T17:31:50.298016,user2,data_transfer,841,6,10.0.4.57
e55dda04-1dd2-4398-b05f-5c573b4d3a59,2025-10-23T07:13:50.298016,user6,file_access,0,0,10.0.2.84
30310170-7696-45e7-80ac-a43de359c08c,2025-10-23T01:42:50.298016,user2,file_access,0,0,10.0.5.134
ea663c5c-b9a3-41bb-9531-20ca7ee57b61,2025-10-23T00:38:50.298016,user7,data_transfer,903,8,10.0.4.3
e200adff-84c1-4f3c-99eb-63ce04048b1c,2025-10-22T17:21:50.298016,user3,login,0,0,10.0.1.128
2dc9724a-f251-46d3-a7fe-fdb5a98464d8,2025-10-22T19:06:50.298016,user1,file_access,0,0,10.0.2.88
d5a48c5d-f464-437d-a1cc-f39d8d66d7b2,2025-10-22T21:33:50.298016,user8,file_access,0,0,10.0.3.215
4002c924-30e0-495b-8374-30c3d78e1467,2025-10-23T07:01:50.298016,user6,data_transfer,1640,10,10.0.1.234
9c97a378-eb43-4e0a-8a5d-2b35f0b0b3eb,2025-10-22T20:26:50.298016,user5,file_access,0,0,10.0.2.66
7144ce41-ddd1-43cb-9008-bccdea311503,2025-10-22T20:32:50.298016,user2,file_access,0,0,10.0.3.250
99f1b466-77b9-4d7c-89e2-247927211f80,2025-10-22T19:27:50.298016,user10,data_transfer,3446,5,10.0.5.143
0ed86d3c-2b4b-44f2-b165-e53b167fd40c,2025-10-23T09:41:50.298016,user5,file_access,0,0,10.0.5.199
8e470187-030b-4f95-adb7-e37feba47672,2025-10-23T08:48:50.298016,user10,file_access,0,0,10.0.1.57
acfe441b-fbe6-419c-910c-e2199a2fb879,2025-10-22T19:21:50.298016,user1,login,0,0,10.0.3.195
eb3746a0-0f07-4508-98cb-8613c27f070e,2025-10-22T23:09:50.298016,user8,file_access,0,0,10.0.1.86
79530baa-04b5-4752-894d-70c6ac8bdeff,2025-10-22T11:57:50.298016,user8,login,0,0,10.0.1.67
0924ca61-2893-4ec7-be03-cd7fe83f0aee,2025-10-22T11:24:50.298016,user3,login,0,0,10.0.2.16
55fdec78-0d8f-44d1-8081-c41a0ee37012,2025-10-23T07:04:50.298016,user1,file_access,0,0,10.0.1.236
c7879a6d-4ad4-479e-9a71-c79171a13e6a,2025-10-23T04:41:50.298016,user5,file_access,0,0,10.0.3.80
37397450-3851-4530-97f0-f15fbb512f59,2025-10-22T20:29:50.298016,user1,file_access,0,0,10.0.5.158
7f454c00-3074-4e34-acdc-93138e384830,2025-10-22T12:50:50.298016,user9,file_access,0,0,10.0.1.114
dd409b4b-7323-4d27-98c1-c7f5eea19921,2025-10-23T04:48:50.298016,user9,logout,0,0,10.0.2.107
4bbc10e1-6e57-46e8-ae82-cd3552503674,2025-10-23T06:55:50.298016,user8,file_access,0,0,10.0.1.125
c0fdc866-4456-48de-bc3a-656f64717105,2025-10-22T21:52:50.298016,user1,file_access,0,0,10.0.4.143
d7c64a54-906b-4b22-beec-bc8af95ab079,2025-10-22T17:00:50.298016,user8,file_access,0,0,10.0.2.173
5ae76285-3862-4746-ae5a-401c38f4e002,2025-10-22T16:14:50.298016,user5,login,0,0,10.0.3.6
25a3483e-c1a8-47c6-a785-7ea4eb4d88f2,2025-10-23T06:01:50.298016,user2,file_access,0,0,10.0.5.22
50214a98-08d0-4831-8ee8-f5fb428ed1b5,2025-10-24T04:26:50.298016,user3,login,0,0,10.0.5.29
cec06900-7cc8-42ec-b792-7e58570dd28f,2025-10-24T07:57:50.298016,user5,file_access,0,0,10.0.4.197
63807145-368c-4da0-8de6-72f9ce6d425b,2025-10-24T01:39:50.298016,user7,file_access,0,0,10.0.1.56
dba26e5d-8a51-42b7-a7c5-fb08e7ab69a5,2025-10-24T04:30:50.298016,user10,data_transfer,2528,5,10.0.2.228
62fd1e76-191c-474c-8396-46cd6d73d9b3,2025-10-24T00:18:50.298016,user9,logout,0,0,10.0.1.244
10b92b80-0d80-4245-972a-2a1265e26bb6,2025-10-23T16:50:50.298016,user7,file_access,0,0,10.0.3.212
0c8d7861-6b03-48a2-9830-2461922ef87a,2025-10-24T07:43:50.298016,user9,file_access,0,0,10.0.2.184
3fbccf66-88a5-4020-a414-42d079ad280c,2025-10-24T01:34:50.298016,user6,data_transfer,814,9,10.0.4.93
597d58d9-6d3e-47cf-84c0-65b0bb0aaab1,2025-10-23T22:36:50.298016,user6,login,0,0,10.0.1.70
8db385b1-f70d-4794-af03-86af98f339c7,2025-10-23T11:17:50.298016,user5,data_transfer,3793,2,10.0.1.199
0e11653a-df20-4e4b-89f0-629bf42fdb13,2025-10-24T05:24:50.298016,user4,file_access,0,0,10.0.2.181
4b9e7a94-c7cd-4adc-8c5f-98c7b19aef28,2025-10-24T04:39:50.298016,user2,logout,0,0,10.0.4.41
bfa2fa3f-dd97-42e0-bbc2-048de645d29f,2025-10-23T15:14:50.298016,user5,file_access,0,0,10.0.1.91
e06cd608-921a-49cc-9c62-9939c227d812,2025-10-24T04:32:50.298016,user4,file_access,0,0,10.0.1.188
e83731f0-684d-40d3-9127-7321e5eb9e3d,2025-10-23T15:23:50.298016,user7,file_access,0,0,10.0.4.180
30fe9c91-6487-4441-9994-a1f082be77ea,2025-10-24T03:38:50.298016,user2,logout,0,0,10.0.4.233
59477071-cb80-4472-9c59-23057152c622,2025-10-23T13:46:50.298016,user3,file_access,0,0,10.0.2.11
995b6da5-f155-463f-8aa5-7466b5879c79,2025-10-23T18:24:50.298016,user1,login,0,0,10.0.4.165
116da280-af4c-417c-a93b-fd5bc83ea35c,2025-10-23T21:21:50.298016,user9,logout,0,0,10.0.3.249
805bb028-6a53-4e13-a38d-e0c934378066,2025-10-24T03:33:50.298016,user3,login,0,0,10.0.1.42
1d7403ae-9ea2-4bcf-85bc-bd0a56cafc6a,2025-10-23T21:03:50.298016,user10,data_transfer,3490,3,10.0.4.15
7f1e5d59-cd18-4219-9b96-e2a85d18aa20,2025-10-23T12:42:50.298016,user5,file_access,0,0,10.0.4.104
ea5275ec-788d-4b68-946b-403a9fc9bcaf,2025-10-24T03:34:50.298016,user8,file_access,0,0,10.0.2.171
52a113b7-aede-432a-8d0d-91f8bb4e0d57,2025-10-24T00:53:50.298016,user9,login,0,0,10.0.3.12
c8f693f6-b088-490b-9c10-2c885393f87c,2025-10-23T18:25:50.298016,user4,login,0,0,10.0.1.174
bf2cd2d9-3a0f-43d6-a55a-6592e06b41ab,2025-10-23T17:03:50.298016,user3,login,0,0,10.0.4.183
